web-scraper-order,web-scraper-start-url,document url,document url-href,Title,Date,Text body,Author
1743440548-28,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,Автоматическое построение поперечного профиля по результатам съемки БПЛА,https://cyberleninka.ru/article/n/avtomaticheskoe-postroenie-poperechnogo-profilya-po-rezultatam-semki-bpla,Автоматическое построение поперечного профиля по результатам съемки БПЛА,2019,"Исполнительная съемка и построение продольных профилей одна из трудоемких задач при ремонте и строительстве железнодорожного полотна. Инструментальная съемка и обработка полученных данных требует не только высоких профессиональных навыков в работе с геодезическим оборудованием, но и навыков работы со специализированным программным обеспечением. В настоящее время НИЛ ДДО и ЗП СГУПС развивает применение беспилотных летательных аппаратов (БПЛА) в рамках контроля качества проводимого ремонта, а также в целях решения задач инженерных изысканий. Для усовершенствования процесса обработки данных получаемых в ходе съемки с помощью БПЛА разработано программное обеспечение Cross Section Design (CSD), которое, не требуя специальных навыков, позволит в кратчайшие сроки получить готовые поперечные профили, соответствующие требованиям действующей нормативной документации, в форматах встроенного векторного редактора Microsoft Excel и в открытом формате DXF, для обмена графической информации между CAD системами.",Быков Андрей Анатольевич
1743440551-29,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,Медленно-летящий БПЛА с эллипсовидным крылом. Особенности управления,https://cyberleninka.ru/article/n/medlenno-letyaschiy-bpla-s-ellipsovidnym-krylom-osobennosti-upravleniya,Медленно-летящий БПЛА с эллипсовидным крылом. Особенности управления,2016,"Рассматриваются особенности управления беспилотными летательными аппаратами (БПЛА) с эллипсовидным крылом. Показано, что подобные БПЛА занимают промежуточную нишу между БПЛА традиционной самолетной схемы и БПЛА мультироторного типа. При этом достигается большая энергоэффективность по сравнению с БПЛА мультироторного типа и меньшие минимальные скорости полета по сравнению с БПЛА традиционной самолетной схемы. Однако особенности формирования управляющих и возмущающих моментов приводят к необходимости адаптивного изменения расходов рулей в зависимости от скорости полета и величины мгновенного угла атаки БПЛА. Аналитический метод исследования, а так же CFD-моделирование, сложны и не дают достаточно точных результатов для формирования математической модели и, как следствие, законов управления. В качестве возможного решения поставленной задачи применяется метод черного ящика. С целью сбора данных, необходимых для создания математической модели объекта управления методом черного ящика, был создан ряд натурных моделей БПЛА с эллипсовидным крылом; разработано две версии специального бортового регистрирующего устройства, содержащего микроконтроллер, датчики и SD-карту для записи и сохранения полетных данных. Для расшифровки полученной информации используется программа, созданная в среде Matlab. В работе приведены примеры данных, полученных от чувствительных элементов. Показаны результаты применения фильтра первого порядка для уменьшения шумовой составляющей данных от акселерометра, а так же необходимость учета накопления ошибки при интегрировании данных от датчика угловых скоростей (ДУС). На основе данных акселерометра и ДУСа в сочетании с применением комплиментарного фильтра продемонстрировано определение углового положение летательного аппарата в пространстве относительно управляющих воздействий. В статье приведены результаты летных испытаний масштабных моделей БПЛА с эллипсовидным крылом с различными двигательными установками. Проверка правильности интерпретации данных осуществлена при помощи временной синхронизации полученных графиков с видеозаписью полета БПЛА. Выделены характерные особенности управления.",Синютин Сергей Алексеевич
1743440554-30,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,ОДИН ИЗ СПОСОБОВ ПРЕДОТВРАЩЕНИЯ СТОЛКНОВЕНИЯ БПЛА С НАЗЕМНЫМИ ОБЪЕКТАМИ,https://cyberleninka.ru/article/n/odin-iz-sposobov-predotvrascheniya-stolknoveniya-bpla-s-nazemnymi-obektami,ОДИН ИЗ СПОСОБОВ ПРЕДОТВРАЩЕНИЯ СТОЛКНОВЕНИЯ БПЛА С НАЗЕМНЫМИ ОБЪЕКТАМИ,2022,"В данной статье поднят вопрос о возможности не допущения столкновения беспилотных воздушных средств, с наземными объектами, включая здания, сооружения и другие высотные объекты. Существующие сегодня БСПС представляют собой радиолокационные или лазерные системы. Их использование особенно в условиях городской среды, в которой присутствуют здания и сооружения не всегда могут быть эффективными. Одним из вариантов решение данной задачи может быть использование описания их в качестве поверхности второго порядка (сфера, эллипсоид, эллиптический цилиндр и т.д.), либо комбинацией нескольких поверхностей второго порядка.This article raises the question of the possibility of preventing the collision of unmanned aerial vehicles with ground objects, including buildings, structures and other high-rise objects. The BSPS that exist today are radar or laser systems. Their use, especially in an urban environment in which buildings and structures are present, may not always be effective.One of the ways to solve this problem can be to use their description as a second-order surface (sphere, ellipsoid, elliptical cylinder, etc.), or a combination of several second-order surfaces.",Тебуев Джамал Биляевич
1743440556-31,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,ПРАВОВАЯ БАЗА ЭКСПЛУАТАЦИИ БЕСПИЛОТНЫХ ЛЕТАТЕЛЬНЫХ АППАРАТОВ И УГРОЗЫ КИБЕРБЕЗОПАСНОСТИ (ОПЫТ КИТАЯ),https://cyberleninka.ru/article/n/pravovaya-baza-ekspluatatsii-bespilotnyh-letatelnyh-apparatov-i-ugrozy-kiberbezopasnosti-opyt-kitaya,ПРАВОВАЯ БАЗА ЭКСПЛУАТАЦИИ БЕСПИЛОТНЫХ ЛЕТАТЕЛЬНЫХ АППАРАТОВ И УГРОЗЫ КИБЕРБЕЗОПАСНОСТИ (ОПЫТ КИТАЯ),2024,"Беспрецедентный рост рынка беспилотных летательных аппаратов и их эксплуатации выявляет новые, все более ощутимые проблемы в нарушении авиационной, общественной и национальной безопасности, что в свою очередь требует от государств более детально прописанных правовых инструментов регулирования данной сферы. В целях усиления надзора за безопасностью полетов беспилотных летательных аппаратов в 2023 году Государственный совет и Центральная военная комиссия Китайской Народной Республики объявили о вступлении в силу с 1 января 2024 года «Временных правил управления полетами беспилотных летательных аппаратов», которые, с одной стороны, призваны эффективно разрешать и предотвращать риски, связанные с применением беспилотных летательных аппаратов, и, с другой стороны, содействовать устойчивому и здоровому развитию смежных отраслей. Эти правила стали первым специализированным административным регламентом по регулированию полетов беспилотных летательных аппаратов и связанной с ними деятельности, что свидетельствует о вступлении КНР в этап уже стандартизированного развития этой области. Это, безусловно, окажет влияние на развитие всей индустрии беспилотных летательных аппаратов в Китае и на взаимодействие в этой области на международном уровне.",Яковлева А.В.
1743440559-32,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,ОПТИМАЛЬНЫЙ АЛГОРИТМ ПОИСКА ПУТИ В ДИНАМИЧЕСКОЙ СРЕДЕ ДЛЯ ЗАДАЧ ПОЗИЦИОНИРОВАНИЯ ПОДВИЖНОГО ОБЪЕКТА,https://cyberleninka.ru/article/n/optimalnyy-algoritm-poiska-puti-v-dinamicheskoy-srede-dlya-zadach-pozitsionirovaniya-podvizhnogo-obekta,ОПТИМАЛЬНЫЙ АЛГОРИТМ ПОИСКА ПУТИ В ДИНАМИЧЕСКОЙ СРЕДЕ ДЛЯ ЗАДАЧ ПОЗИЦИОНИРОВАНИЯ ПОДВИЖНОГО ОБЪЕКТА,2020,"На сегодняшний день задача навигации беспилотных летательных аппаратов в сложных динамических средах весьма актуальна. Динамическая среда характеризуется наличием препятствий различного характера на пути летательного аппарата, которые необходимо преодолевать быстро, выбирая верную траекторию движения и не отклоняясь от заданного маршрута. Для обхода препятствий существует множество алгоритмов, применяемых для решения задачи обхода препятствий в различных условиях. В статье приведены результаты исследований выбора оптимального алгоритма поиска пути для условий динамической среды из наиболее простых и популярных.",Шамунова Вероника Германовна
1743440562-33,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,Анализ командно-телеметрической радиолинии связи с беспилотными летательными аппаратами,https://cyberleninka.ru/article/n/analiz-komandno-telemetricheskoy-radiolinii-svyazi-s-bespilotnymi-letatelnymi-apparatami,Анализ командно-телеметрической радиолинии связи с беспилотными летательными аппаратами,2012,"Рассматриваются вопросы организации командно-телеметрической радиолинии связи с беспилотными летательными аппаратами (БПЛА). Приводится анализ канала связи, формируются требования к бортовому и наземному антенно-фидерному оборудованию, формулируются необходимые характеристики приемопередающего оборудования. Обсуждаются возможные пути развития радиолиний связи с БПЛА.",Боев Никита Михайлович
1743440565-34,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,"ОПЕРАТИВНО-ТАКТИЧЕСКИЙ УДАРНЫЙ КОМПЛЕКС БПЛА: КОНЦЕПЦИЯ И ФАКТОРЫ, ВЛИЯЮЩИЕ НА ОБЛИК",https://cyberleninka.ru/article/n/operativno-takticheskiy-udarnyy-kompleks-bpla-kontseptsiya-i-faktory-vliyayuschie-na-oblik,"ОПЕРАТИВНО-ТАКТИЧЕСКИЙ УДАРНЫЙ КОМПЛЕКС БПЛА: КОНЦЕПЦИЯ И ФАКТОРЫ, ВЛИЯЮЩИЕ НА ОБЛИК",2023,"В статье рассматривается актуальность применения ударных БПЛА в современных конфликтах и факторы, влияющие на облик будущего ударного комплекса БПЛА. Целью является разработка концепции ударного комплекса БПЛА",Шарова А.К.
1743440568-35,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,ПАРАМЕТРЫ ПРИМЕНЕНИЯ БЕСПИЛОТНЫХ ЛЕТАТЕЛЬНЫХ АППАРАТОВ ПРИ ОБРАБОТКЕ СРЕДСТВАМИ ЗАЩИТЫ РАСТЕНИЙ СЕЛЬСКОХОЗЯЙСТВЕННЫХ КУЛЬТУР,https://cyberleninka.ru/article/n/parametry-primeneniya-bespilotnyh-letatelnyh-apparatov-pri-obrabotke-sredstvami-zaschity-rasteniy-selskohozyaystvennyh-kultur,ПАРАМЕТРЫ ПРИМЕНЕНИЯ БЕСПИЛОТНЫХ ЛЕТАТЕЛЬНЫХ АППАРАТОВ ПРИ ОБРАБОТКЕ СРЕДСТВАМИ ЗАЩИТЫ РАСТЕНИЙ СЕЛЬСКОХОЗЯЙСТВЕННЫХ КУЛЬТУР,2023,"Внедрить эффективную системы защиты растений для предотвращения и борьбы с болезнями и вредителями растений, одновременно повышая производительность и устойчивость сельского хозяйства - чрезвычайно актуально. Применение БПЛА находит широкое распространение в современных подходах к управлению сельским хозяйством (включая опрыскивание с воздуха) благодаря их высокой эффективности и гибкости, низкой потребности в рабочей силе и воде и отсутствию ущерба посевам и почвам, что существенно может способствовать повышению производительности и устойчивости сельского хозяйства. Целью исследования является анализ возможности использования беспилотных летательных аппаратов при опрыскивании возделываемых культур пестицидами и определение параметров обработки. Объект исследования. Исследования проводились на научно-производственной базе ФГБОУ ВО «Кубанский государственный агарный университет» и ФНЦ «Биологической защиты растений». В исследовании использовались два типа БПЛА: DJI T10 и DJI T30. Материалы и методы. Для установления зависимости ширины опрыскивания от высоты полета БПЛА и нормы рабочего раствора, с целью оптимизации построения полетного задания был организован ряд поисковых производственно-полевых опытов. Результаты и выводы. В результате анализа полученных данных можно сделать вывод, что при планировании полетного задания необходимо учитывать высоту обработки, норму рабочего раствора и ширину захвата. Оптимальным временем проведения химработ с применением БПЛА являются вечерние, ночные и утренние часы. При проведении опрыскивания в формате ультрамалообъёмного опыления это особенно критично, поскольку создаётся облако из пестицида и при малейших колебаниях воздуха оно может быть снесено на прилегающие к месту обработки территории. При силе ветра более 4 м/с значительно возрастает неравномерность распределения рабочего вещества на обрабатываемой площади, снижается эффективность. Несоблюдение ограничений по скорости ветра особенно опасно при обработке гербицидами и десикантами, так как сносимые капли могут привести к гибели чувствительных культур и ожогам близлежащих лесополос. Наблюдения во время обработок показали возможность сноса препарата от нескольких метров до километра.",Курченко Н.Ю.
1743440571-36,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,БПЛА КАК ПОМОЩНИК ПОЛИЦИИ В СПЕЦИАЛЬНЫХ МЕРОПРИЯТИЯХ,https://cyberleninka.ru/article/n/bpla-kak-pomoschnik-politsii-v-spetsialnyh-meropriyatiyah,БПЛА КАК ПОМОЩНИК ПОЛИЦИИ В СПЕЦИАЛЬНЫХ МЕРОПРИЯТИЯХ,2025,"В статье рассмотрены вопросы об обеспечение личной безопасности сотрудников полиции при штурме зданий и сооружений. Показано, какие есть эффективные способы использование БПЛА при задержании опасных преступников. В целях минимизации ущерба, предлагается рассмотреть привлечение достижений цифрового, технологического и научно-технического прогресса, то есть использование беспилотных летательных аппаратов БПЛА, как средство уменьшения ущерба при штурме зданий и сооружений.",А.Ю. Бордачев
1743440573-37,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,ОБ ЭКОНОМИЧЕСКОЙ ЭФФЕКТИВНОСТИ ПРИМЕНЕНИЯ БПЛА В СЕЛЬСКОМ ХОЗЯЙСТВЕ,https://cyberleninka.ru/article/n/ob-ekonomicheskoy-effektivnosti-primeneniya-bpla-v-selskom-hozyaystve,ОБ ЭКОНОМИЧЕСКОЙ ЭФФЕКТИВНОСТИ ПРИМЕНЕНИЯ БПЛА В СЕЛЬСКОМ ХОЗЯЙСТВЕ,2024,"Данная работа посвящена исследованию экономической эффективности применения беспилотных летательных аппаратов (БПЛА) в сельском хозяйстве. В ней рассматриваются ключевые аспекты использования БПЛА для мониторинга посевов, оптимизации процессов внесения удобрений и пестицидов, а также управления ресурсами. Анализируются примеры успешного внедрения технологий, выявляются преимущества и ограничения данного подхода, а также перспективы его развития в аграрном секторе. Результаты исследования подчеркивают значительный потенциал БПЛА для повышения эффективности сельского хозяйства и улучшения качества продукции.",Абдыкадыров Санжар Кубатович
1743440576-38,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,ТАКТИЧЕСКИЕ ОСОБЕННОСТИ ПРИМЕНЕНИЯ БПЛА СОТРУДНИКАМИ ПОЛИЦИИ,https://cyberleninka.ru/article/n/takticheskie-osobennosti-primeneniya-bpla-sotrudnikami-politsii,ТАКТИЧЕСКИЕ ОСОБЕННОСТИ ПРИМЕНЕНИЯ БПЛА СОТРУДНИКАМИ ПОЛИЦИИ,2023,"В текущем технологическом ландшафте, где авангардные инновации постоянно реорганизуют и переосмысливают традиционные методологии и практики, научное исследование применения беспилотных летательных аппаратов (БПЛА) в структурах правопорядка Российской Федерации привлекает неоспоримый интерес. Такая актуальность наложена на необходимость решения глубоко укорененных проблем обеспечения общественной безопасности, на которую в современных условиях оказывают влияние разнообразные факторы, начиная от киберугроз и завершая международным терроризмом. В этой сложнопоставленной экосистеме обеспечения правопорядка ищутся способы оптимизации, и одним из наиболее перспективных являются автоматизированные системы, инкорпорирующие беспилотные технологии. Интеграция беспилотных летательных систем в практику полицейских ведомств Российской Федерации представляет собой комплексную задачу, требующую многоаспектного анализа. Представляет интерес не только сам факт использования этих технологий, но и особенности их внедрения в уже существующие процессы управления и координации деятельности. В этом контексте, вопросы оптимального уровня автономности БПЛА, их возможности по взаимодействию с другими системами и платформами, а также способность обеспечивать конфиденциальность и безопасность данных находятся в фокусе научного внимания. Выявление и анализ тактических применений БПЛА в органах правопорядка обнаруживают потребность в детализации конкретных операционных сценариев. Это включает в себя как квантитативные характеристики, такие как радиус действия, высота полета и время автономности, так и качественные параметры - например, эффективность в использовании в различных метеорологических условиях, способность к интеграции с другими технологическими решениями и т.д. Любое научное исследование данной проблематики не может игнорировать правовой и этический контекст. Интеграция беспилотных технологий в структуры правопорядка затрагивает вопросы приватности, персональных данных и норм гражданских свобод, что делает актуальным разработку и применение комплексных юридических и этических рамок.",Бордачев А.Ю.
1743440580-39,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,ПЕРСПЕКТИВЫ АЭРОСЕВА С ПРИМЕНЕНИЕМ БПЛА В ЛЕСНОМ ХОЗЯЙСТВЕ,https://cyberleninka.ru/article/n/perspektivy-aeroseva-s-primeneniem-bpla-v-lesnom-hozyaystve,ПЕРСПЕКТИВЫ АЭРОСЕВА С ПРИМЕНЕНИЕМ БПЛА В ЛЕСНОМ ХОЗЯЙСТВЕ,2024,В статье показаны перспективы внедрения аэросева лесных культур с помощью беспилотных летательных аппаратов в лесных насаждениях и лесосеменных плантациях.,Ширяева Елена Николаевна
1743440582-40,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,ПРЕДПОСЫЛКИ И ИСТОРИЯ ПРИМЕНЕНИЯ БПЛА В ЛЕСНОМ ХОЗЯЙСТВЕ,https://cyberleninka.ru/article/n/predposylki-i-istoriya-primeneniya-bpla-v-lesnom-hozyaystve,ПРЕДПОСЫЛКИ И ИСТОРИЯ ПРИМЕНЕНИЯ БПЛА В ЛЕСНОМ ХОЗЯЙСТВЕ,2024,"Объектом исследования являются беспилотные летательные аппараты российского и иностранного производства, которые используются при выполнении лесохозяйственных задач, в том числе при патрулировании территории лесного фонда для обнаружения лесных пожаров.",Целин А.А.
1743440585-41,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,ОПТИМАЛЬНАЯ СТРУКТУРА РЛС ДЛЯ ОБНАРУЖЕНИЯ БПЛА,https://cyberleninka.ru/article/n/optimalnaya-struktura-rls-dlya-obnaruzheniya-bpla,ОПТИМАЛЬНАЯ СТРУКТУРА РЛС ДЛЯ ОБНАРУЖЕНИЯ БПЛА,2024,"В работе рассматриваются разные структуры организации РЛС и из них выводится оптимальная структуру для работы по малоразмерным БПЛА. Анализируются активные, пассивные и полуактивные типы радиолокации, их особенности и условия применения. Уделено внимание выбору частотного диапазона и влиянию метеорологических условий на эффективность РЛС. Для повышения точности и надежности обнаружения предлагается использовать комбинированные тип РЛС объединяющие различные методы радиолокации.",В.А. Коптев
1743440588-42,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,ПРИМЕНЕНИЕ БПЛА В ПРОЕКТИРОВАНИИ И СТРОИТЕЛЬСТВЕ АВТОМОБИЛЬНЫХ ДОРОГ,https://cyberleninka.ru/article/n/primenenie-bpla-v-proektirovanii-i-stroitelstve-avtomobilnyh-dorog,ПРИМЕНЕНИЕ БПЛА В ПРОЕКТИРОВАНИИ И СТРОИТЕЛЬСТВЕ АВТОМОБИЛЬНЫХ ДОРОГ,2024,"Современные квадрокоптеры (БПЛА) всё более широко применяются в различных областях хозяйственной деятельности, в том числе, и в сфере строительства и эксплуатации автомобильных дорог. В наше время новейшие технологии позволяют воспользоваться беспилотными летательными аппаратами для аэрофотосъёмки, делая процесс получения точных геопространственных данных более легким.",Ворсин Н.Е.
1743440591-43,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,МАТЕРИАЛЬНО-ДЕНЕЖНАЯ ОЦЕНКА ЛЕСОСЕК С ПРИМЕНЕНИЕМ БПЛА,https://cyberleninka.ru/article/n/materialno-denezhnaya-otsenka-lesosek-s-primeneniem-bpla,МАТЕРИАЛЬНО-ДЕНЕЖНАЯ ОЦЕНКА ЛЕСОСЕК С ПРИМЕНЕНИЕМ БПЛА,2024,"Рассмотрим алгоритм выполнения работ по материально-денежной оценке лесосек с использованием данных, полученных с применением БПЛА.",Целин А.А.
1743440593-44,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,ПРИМЕНЕНИЕ БПЛА В ТЕХНИЧЕСКОМ ОБСЛУЖИВАНИИ ВОЗДУШНЫХ СУДОВ,https://cyberleninka.ru/article/n/primenenie-bpla-v-tehnicheskom-obsluzhivanii-vozdushnyh-sudov,ПРИМЕНЕНИЕ БПЛА В ТЕХНИЧЕСКОМ ОБСЛУЖИВАНИИ ВОЗДУШНЫХ СУДОВ,2021,В работе представлены возможные способы применения беспилотных летательных аппаратов в техническом обслуживании воздушных судов.,М.В. Попов
1743440596-45,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,ПРИМЕНЕНИЕ БПЛА ПРИ ЭКСПЛУАТАЦИИ ГАЗОРАСПРЕДЕЛИТЕЛЬНЫХ СИСТЕМ,https://cyberleninka.ru/article/n/primenenie-bpla-pri-ekspluatatsii-gazoraspredelitelnyh-sistem,ПРИМЕНЕНИЕ БПЛА ПРИ ЭКСПЛУАТАЦИИ ГАЗОРАСПРЕДЕЛИТЕЛЬНЫХ СИСТЕМ,2021,Статья посвящена вопросу применения беспилотных летательных аппаратов в системах газораспределения.,Ксенофонтов С.В.
1743440599-46,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,Система управления БПЛА на базе микроконтроллера Atmel,https://cyberleninka.ru/article/n/sistema-upravleniya-bpla-na-baze-mikrokontrollera-atmel,Система управления БПЛА на базе микроконтроллера Atmel,2014,Приведена блок-схема системы управления на базе микроконтроллера Atmel. Также рассмотрены технические характеристики элементов системы управления.,Владимирова К.В.
1743440601-47,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,Расчет параметров и оценка качества аэрофотосъемки с БПЛА,https://cyberleninka.ru/article/n/raschet-parametrov-i-otsenka-kachestva-aerofotosemki-s-bpla,Расчет параметров и оценка качества аэрофотосъемки с БПЛА,2010,В статье рассмотрены особенности расчета параметров аэрофотосъемки с малых беспилотных летательных аппаратов (БПЛА). Изложен способ оперативной оценки качества аэрофотосъемки с БПЛА.,Костюк А.С.
1743440603-48,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,ТРЕНАЖЁР ПО РАЗВЕДКЕ МЕСТНОСТИ ДЛЯ ОПЕРАТОРА БПЛА,https://cyberleninka.ru/article/n/trenazhyor-po-razvedke-mestnosti-dlya-operatora-bpla,ТРЕНАЖЁР ПО РАЗВЕДКЕ МЕСТНОСТИ ДЛЯ ОПЕРАТОРА БПЛА,2023,,Капаев С.Д.
1743440606-49,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,СИСТЕМА ЗАЩИТЫ РАДИОКАНАЛОВ БПЛА ОТ НЕСАНКЦИОНИРОВАННОГО ВМЕШАТЕЛЬСТВА,https://cyberleninka.ru/article/n/sistema-zaschity-radiokanalov-bpla-ot-nesanktsionirovannogo-vmeshatelstva,СИСТЕМА ЗАЩИТЫ РАДИОКАНАЛОВ БПЛА ОТ НЕСАНКЦИОНИРОВАННОГО ВМЕШАТЕЛЬСТВА,2015,В статье представлена информация об эффективной криптографической защите радиоканала связи «Земля - БПЛА - Земля». Рассмотрены основные угрозы для БПЛА и несанкционированные методы вмешательства в канал связи БПЛА. Предложено решение защиты командно-телеметрической информации БПЛА. Показан способ и аппаратно-программная реализация «навесной» защиты с помощью разработанного шифратора. Полученные результаты позволяют увеличить эффективность работы систем защиты информации БПЛА и создают предпосылки для дальнейших исследований,Навроцкий Денис Александрович
1743440609-50,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,МОНИТОРИНГ ЛЕСНЫХ ПОЖАРОВ ПРИ ПОМОЩИ БПЛА,https://cyberleninka.ru/article/n/monitoring-lesnyh-pozharov-pri-pomoschi-bpla,МОНИТОРИНГ ЛЕСНЫХ ПОЖАРОВ ПРИ ПОМОЩИ БПЛА,2022,"статья посвящена описанию противопожарных работ по мониторингу лесных пожаров при помощи беспилотных летательных аппаратов (БПЛА). В статье рассмотрен и проанализирован способ мониторинга лесных пожаров при помощи БПЛА. Описаны задачи, решаемые при помощи беспилотного летательного аппарата, позволяющие повысить эффективность борьбы с лесными пожарами. Выявлены преимущества применения БПЛА для мониторинга лесных пожаров.",Костин П.И.
1743440611-51,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,УЛУЧШЕНИЕ АЛГОРИТМА VFH ДЛЯ БПЛА F450,https://cyberleninka.ru/article/n/uluchshenie-algoritma-vfh-dlya-bpla-f450,УЛУЧШЕНИЕ АЛГОРИТМА VFH ДЛЯ БПЛА F450,2021,"Поскольку на улице мало препятствий, в полицейских дронах используется алгоритм VFH [1]. Эта работа улучшает алгоритм VFH. Улучшенный алгоритм учитывает размер дрона. В алгоритме VFH размер порога определяет следующее направление движения робота вперед. Если выбран неправильный порог, БПЛА будет лететь по неровной траектории или даже попадет в аварию. В улучшенном алгоритме используется метод автоматического выбора порога, что повышает безопасность БПЛА. Иван Ульрих и Джон Боренштейн объединили алгоритм VFH с алгоритмом A * [2] и предложили алгоритм VFH * [3]. Из-за алгоритма VFH * требует больших объемов вычислений, эта работа не требует большого объема вычислений.",Сунь Тянько
1743440614-52,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,Обработка снимков с бпла с помощью проективных алгоритмов,https://cyberleninka.ru/article/n/obrabotka-snimkov-s-bpla-s-pomoschyu-proektivnyh-algoritmov,Обработка снимков с бпла с помощью проективных алгоритмов,2020,"Статья описывает метод обработки фотоснимков, получаемых с помощью беспилотных летательных аппаратов. Особенностью беспилотных летательных аппаратов является их низкая грузоподъемность и отсутствие гироскопического оборудования для горизонтирования фотокамеры, а также Особенностью использование неметрических камер. Это приводит к тому, что применение классических алгоритмов обработки затруднено. Ста-тья предлагает новый алгоритм обработки снимков, который снижает требования к условиям съемки и обработки. С другой стороны данный алгоритм повышает точность вычислений, так как позволяет приводит анаморфотную связку к нормальной. Задача, которая решается в данной работе – съемка береговой линии. Описана технология съемки и условия применения алгоритма.",Ознамец В. В.
1743440617-53,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,Проблемы противодействия БПЛА в учреждениях ФСИН России,https://cyberleninka.ru/article/n/problemy-protivodeystviya-bpla-v-uchrezhdeniyah-fsin-rossii,Проблемы противодействия БПЛА в учреждениях ФСИН России,2018,Рассмотрены проблемы противодействия использованию беспилотных летательных аппаратов для доставки в исправительные учреждения запрещенных предметов.,Бочмага Д.А.
1743440620-54,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,Аэродинамическое проектирование планера многоцелевого микро-БПЛА,https://cyberleninka.ru/article/n/aerodinamicheskoe-proektirovanie-planera-mnogotselevogo-mikro-bpla,Аэродинамическое проектирование планера многоцелевого микро-БПЛА,2019,"Кратко рассмотрены основные направления развития аэродинамических компоновок микро-БПЛА и трудности при их реализации. Рассматривается обоснование выбора в качестве компоновки схемы «летающее крыло», состоящей из центроплана малого удлинения и консолей большого удлинения. Приведены перспективные аэродинамические решения, которые можно реализовать при выбранной компоновке. Изложены принципы расчета аэродинамических характеристик профиля крыла при малых числах Рейнольдса, основанного на использовании панельного метода с учетом пограничного слоя на основе интегральных уравнений и определения точки ламинарно-турбулентного перехода. Осуществлены проектировочные расчеты профилей для создаваемой модели.",Айрапетов Александр Борисович
1743440622-55,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,ОПРЕДЕЛЕНИЕ ЭЛЕМЕНТОВ ЗАЛЕГАНИЯ ТРЕЩИН С ПРИМЕНЕНИЕМ БПЛА,https://cyberleninka.ru/article/n/opredelenie-elementov-zaleganiya-treschin-s-primeneniem-bpla,ОПРЕДЕЛЕНИЕ ЭЛЕМЕНТОВ ЗАЛЕГАНИЯ ТРЕЩИН С ПРИМЕНЕНИЕМ БПЛА,2020,"При разработке полезных ископаемых открытым способом в скальных массивах, трещиноватость является одним из важнейших факторов, оказывающих влияние на устойчивость бортов и уступов карьера. В данной работе была опробована инновационная методика, основанная на комбинированном применении БПЛА и методов фотограмметрии для картирования и анализа трещиноватости откосов бортов карьеров. В качестве инструмента измерений был использован квадракоптер DJI PHANTOM 4 с установленной на нем системой ТЕОКИТ производителя TEODRONE® позволяющей определять точные положения центров снимков. Была построена 3D модель экспериментального участка борта карьера «Эльдорадо», на которой непосредственно выделялись плоскости трещин. Далее методами аналитической геометрии вычислены углы падения и простирания каждой плоскости. Построены диаграммы трещиноватости. По результатам данного исследования была изучена возможность успешного внедрения БПЛА для решения горно-геомеханических задач на предприятиях. Разработанная методика имеет ряд преимуществ по сравнению с классическими способами выполнения аналогичных работ.",Боос Иван Юрьевич
