web-scraper-order,web-scraper-start-url,document url,document url-href,Title,Date,Text body,Author
1743441438-28,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Кибер-буллинг как разновидность школьных издевательств и копинг-стратегии для его преодоления,https://cyberleninka.ru/article/n/kiber-bulling-kak-raznovidnost-shkolnyh-izdevatelstv-i-koping-strategii-dlya-ego-preodoleniya,Кибер-буллинг как разновидность школьных издевательств и копинг-стратегии для его преодоления,2018,"Кибер-буллинг несомненно стал важной проблемой среди молодежи и подростков в последнее десятилетие. Явление это стало более частым по мере расширения использования подростками электронных устройств связи, таких как компьютеры и мобильные телефоны. Однако в настоящее время проводится большое количество мероприятий по предупреждению данного негативного явления. Цель. Изучение явления кибер-буллинга, сравнение его распространенности с традиционным буллингом и рассмотрение видов копинг-стратегий для его преодоления, определения эффективных методов борьбы с кибер-буллингом по мнению самих участников данного процесса. Метод или методология проведения работ. Изучение литературы по данной проблеме, анализ, анкетирование, обобщение и интерпретация данных. Результаты. Кибер-буллинг существует в России сравнительно недавно, поэтому число инцидентов довольно мало по сравнению с традиционным школьным буллингом. По мнению подростков, самым эффективным методом борьбы с буллингом является самостоятельное противостояние хулигану или привлечение друзей. Область применения результатов. Материалы, основные положения и выводы исследования могут быть использованы в практике работы школьных психологов и классных руководителей.",Осадчая Анастасия Вячеславовна
1743441440-29,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Правовое обеспечение международной информационной/кибер безопасности цифровой экономики: экономический и правовой аспекты,https://cyberleninka.ru/article/n/pravovoe-obespechenie-mezhdunarodnoy-informatsionnoy-kiber-bezopasnosti-tsifrovoy-ekonomiki-ekonomicheskiy-i-pravovoy-aspekty,Правовое обеспечение международной информационной/кибер безопасности цифровой экономики: экономический и правовой аспекты,2018,"В статье рассмотрена проблема определения цифровой экономики, а также представлена новая тема относительно правового обеспечения международной информационной безопасности. Это новое направление служит показателем возможных междисциплинарных исследований в области правa и экономики в сфере цифровых процессов. В качестве обоснования приведены акты Европейского союза и выделены их характерные черты, которые заключаются в анализе содержательной части цифровой экономики (экономической стороны). Это интеграционное объединение имеет уникальную структуру и историю, однако процесс регулирования цифровой экономики в Европейском союзе начался не так давно. Европейский союз одно из немногих интеграционных объединений, которое начало заниматься работой по совершенствованию механизмов правового регулирования цифрового рынка. Это безусловно влияет на выработку комплексного подхода к понимаю цифровой экономики, а также еще в большей степени актуализирует вопрос правового обеспечения международной кибербезопасности исследуемого явления. Этот вопрос является новым направлением в международном правовом поле, которое позволит изучить востребованные правовые аспекты в цифровой экономике. В статье проанализированы проблемы международной кибербезопасности и влияния понятийного аппарата на вопросы правового обеспечения безопасности цифровой экономики. Выработаны три предложения по совершенствованию подходов к безопасности цифровой экономики. По своей качественной характеристике предложения, касаются юридически-технических моментов, однако также представлены и решения относительно концептуальной составляющей правового обеспечения безопасности.",Гонтарь Людмила Олеговна
1743441443-30,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,"2015. 01. 002. Роговский Е. А. Кибер-вашингтон: глобальные амбиции. - М. : международные отношения, 2014. - 848 с",https://cyberleninka.ru/article/n/2015-01-002-rogovskiy-e-a-kiber-vashington-globalnye-ambitsii-m-mezhdunarodnye-otnosheniya-2014-848-s,"2015. 01. 002. Роговский Е. А. Кибер-вашингтон: глобальные амбиции. - М. : международные отношения, 2014. - 848 с",2015,,Соколова М.Е.
1743441446-31,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Кибер-ножтерапия множественных метастазов в головной мозг при раке легких: клинический случай,https://cyberleninka.ru/article/n/kiber-nozhterapiya-mnozhestvennyh-metastazov-v-golovnoy-mozg-pri-rake-legkih-klinicheskiy-sluchay,Кибер-ножтерапия множественных метастазов в головной мозг при раке легких: клинический случай,2015,"Метастазы в головной мозг наблюдаются у 20-40 % больных, страдающих солидными злокачественными опухолями. При этом рак легких является наиболее частым источником метастазирования. Клинические проявления метастатического поражения часто развиваются в течение нескольких недель, и только в 25 % случаев они носят внезапный характер. Продолжительность жизни больных без лечения составляет один месяц. После тотального облучения головного мозга выживаемость пациентов увеличивается до 4-6 месяцев. Хирургический метод лечения применим при одиночных метастазах в головной мозг в среднем при размере опухли до 3,43 см. Кибер-нож показывает определенные преимущества в плане точной целевой доставки дозы и управления контролем над опухолями. Его применение обеспечивает продолжительность жизни около 56 недель. Авторы описывают возможности применения Кибер-ножа при лечении множественных, последовательно появляющихся метастазов в головной мозг при мелкоклеточном раке легкого у мужчины 50 лет. Общая выживаемость при этом составила 19 месяцев.",Панова Анна Юрьевна
1743441449-32,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Вовлеченность подростков в киберспорт как основа воспитательно-педагогического воздействия,https://cyberleninka.ru/article/n/vovlechennost-podrostkov-v-kibersport-kak-osnova-vospitatelno-pedagogicheskogo-vozdeystviya,Вовлеченность подростков в киберспорт как основа воспитательно-педагогического воздействия,2025,"В статье рассматриваются возможные педагогические направления использования кибер-спорта для педагогического, образовательного и воспитательного воздействия на подростков. Отмечается, что в современном педагогическом пространстве все большая доля отводится информационным технологиям, значительно сокращающим затраты на подготовку в образовательному процессу, располагающим возможностями использования дифференцированного подхода к обучению детей с отличающимися способностями и уровнем подготовки. Указывается на широкие возможности сочетания игровых и обучающих моментов при вовлечении подростков в кибер-спорт. Приводятся основные доводы в защиту развития киберспорта. Отмечаются необходимые условия для соблюдения гигиенической, психологической, физиологической безопасности подростков при их вовлечении в кибер-спорт. Делается вывод о наличии благоприятных возможностей для расширения использования ресурсов кибер-спорта в рамках повышения уровня образованности, расширения педагогических ресурсов в образовательном процессе. Следует осознавать, что киберспорт, как многие виды спорта, характеризуется возрастными ограничениями. Таким образом, чтобы корректно спланировать развитие карьеры молодого человека, участвующего в киберсоревнованиях, необходимо учесть его параллельную социализацию и будущее участие в обществе в плане выработки второй – параллельной профессии более традиционного вида, возможно, с занятостью в оффлайн пространстве.",Карасев Егор Павлович
1743441452-33,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Правовые основы кибербезопасности Российской Федерации,https://cyberleninka.ru/article/n/pravovye-osnovy-kiberbezopasnosti-rossiyskoy-federatsii-1,Правовые основы кибербезопасности Российской Федерации,2014,"Работа посвящена основным нормативно-правовым ак­там, лежащим в основе зарождающейся тематики обеспечения кибер­безопасности. Дан краткий обзор проекта Концепции стратегии кибербезопасности Российской Федерации, а также анализ международ­ного стандарта ISO/IEC 2703. Проведен анализ потенциальных путей развития соответствующей нормативной базы.",Цирлов Валентин Леонидович
1743441454-34,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Правовые основы кибербезопасности Российской Федерации,https://cyberleninka.ru/article/n/pravovye-osnovy-kiberbezopasnosti-rossiyskoy-federatsii,Правовые основы кибербезопасности Российской Федерации,2013,"Работа посвящена основным нормативно-правовым актам, лежащим в основе зарождающейся тематики обеспечения кибербезопасности. Дан краткий обзор проекта Концепции стратегии кибербезопасности Российской Федерации, а также анализ международного стандарта ISO/IEC 27032. Проведен анализ потенциальных путей развития соответствующей нормативной базы.",Цирлов Валентин Леонидович
1743441457-35,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,ГЕНДЕРНЫЕ ОСОБЕННОСТИ ПРОЯВЛЕНИЯ ФАББИНГА У КУРСАНТОВ ОБРАЗОВАТЕЛЬНЫХ ОРГАНИЗАЦИЙ ВЫСШЕГО ОБРАЗОВАНИЯ МВД РОССИИ,https://cyberleninka.ru/article/n/gendernye-osobennosti-proyavleniya-fabbinga-u-kursantov-obrazovatelnyh-organizatsiy-vysshego-obrazovaniya-mvd-rossii,ГЕНДЕРНЫЕ ОСОБЕННОСТИ ПРОЯВЛЕНИЯ ФАББИНГА У КУРСАНТОВ ОБРАЗОВАТЕЛЬНЫХ ОРГАНИЗАЦИЙ ВЫСШЕГО ОБРАЗОВАНИЯ МВД РОССИИ,2023,"Введение. В настоящее время одним из популярных средств социального взаимодействия является смартфон. Однако у психологов растет обеспокоенность тем, что смартфонами часто пользуются в неподходящей обстановке, пренебрегая общением с собеседником. В статье представлены результаты исследования феномена фаббинга как пренебрежительного отношения к кому-либо в социальной среде, когда партнер сосредоточивает все внимание на своем мобильном телефоне. Фаббинг значительно снижает качество общения и удовлетворенность отношениями в диадической беседе. В статье рассматривается привлекательная, но все еще ограниченная область исследований, изучающая феномен фаббинга в образовательных организациях МВД России. Цель исследования состояла в определении гендерных особенностей проявления фаббинга у курсантов образовательных организаций высшего образования МВД России. Методология, методы и методики. В анализе проявления фаббинга использовался комплекс эмпирических и математико-статистических методов. Эмпирические данные были получены с помощью следующих методик: шкала фаббинга, состоящая из 10 вопросов (Karadağ et al., 2015); четырехфакторная общая шкала фаббинга (GSP), состоящая из 15 вопросов, направленных на оценку опыта подверженности фаббингу. В качестве важных факторов выделены: номофобия, межличностный конфликт, самоизоляция, признание проблемы; тест интернет-зависимости Кимберли Янг (Internet Addiction Test, IAT), перевод и модификация В. А. Лоскутовой (Буровой). Статистическая обработка материалов исследования выполнена с помощью стандартных статистических процедур. Использовались специализированные пакеты прикладных программ «Excel» и «IBM SPSS Statistics 22.0», обеспечивающие вычисление одномерных статистик и сравнительный анализ. Исследование проведено в Санкт-Петербургском университете МВД России в 2023 году среди курсантов 1-4-х курсов. Выборка составила 1054 респондента от 17 до 26 лет, средний возраст 19,99 ± 1,495; из них 561 мужчина (53,2%) и 493 женщины (46,8%). Результаты исследования. Сравнительный анализ проявления фаббинга у курсантов мужского и женского пола показал значимые гендерные различия по факторам «номофобия» и «признание проблемы». Исходя из отрицательных средних значений можно сделать вывод об отсутствии фаббинга среди курсантов. Установлено, что курсанты мужского пола менее склонны к зависимости от телефона и признанию проблемы зависимости, чем женщины. При изучении гендерных особенностей интернет-зависимости значимых различий между полами не обнаружено. Научная новизна. Впервые проведено исследование гендерных особенностей проявления фаббинга у обучающихся образовательных организаций МВД России. В результате исследования уточнены социально-психологические признаки фаббинга в образовательной среде. Практическая значимость. Полученные результаты исследования представляется возможным использовать в процессе обучения и психологического сопровождения курсантов образовательных организаций высшего образования МВД России.",Душкин Антон Сергеевич
1743441461-36,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,АХБОРОТ ТЕХНОЛОГИЯ СОХАСИДА ХУҚУҚ,https://cyberleninka.ru/article/n/ahborot-tehnologiya-sohasida-hu-u,АХБОРОТ ТЕХНОЛОГИЯ СОХАСИДА ХУҚУҚ,2022,"Ушбу мақолада ахборот технологиянинг ривожланиши, мамлакатимизда бу борада олиб борилаётган ислохотлар, мазкур соханинг мохияти ва мазмуни, шунингдек, бу борада хуқуқни қўллаш амалиёти тўғрисида фикрлар ва мулохазалар юритилган. Шунингдек ахборот технология сохасида хуқуқни қўллаш борасида кенг хорижий тажриба ўрганилган. Ушбу таҳлиллар натижасида Ўзбекистонда ахборот технология сохасида хуқуқни қўллаш истиқболлари юзасидан бир қанча таклиф ва тавсиялар берилган.","Саидмурадов, Н.Н."
1743441464-37,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,МОДЕЛИРОВАНИЕ СМЕШЕНИЯ СЫПУЧИХ КОМПОНЕНТОВ В РОТАЦИОННОМ АППАРАТЕ НА ПЛАТФОРМЕ КИБЕР-ФИЗИЧЕСКИХ СИСТЕМ,https://cyberleninka.ru/article/n/modelirovanie-smesheniya-sypuchih-komponentov-v-rotatsionnom-apparate-na-platforme-kiber-fizicheskih-sistem,МОДЕЛИРОВАНИЕ СМЕШЕНИЯ СЫПУЧИХ КОМПОНЕНТОВ В РОТАЦИОННОМ АППАРАТЕ НА ПЛАТФОРМЕ КИБЕР-ФИЗИЧЕСКИХ СИСТЕМ,2024,"Выполнено стохастическое моделирование процесса формирования разреженных потоков сыпучих компонентов на этапе ротационного смешивания на платформе кибер-физических систем. Применение энергетического метода для стохастического описания технологической операции смешивания твердых дисперсных сред в рабочем объеме смесителя-уплотнителя с ротационными элементами позволило получить аналитические зависимости между показателями исследуемого процесса и его основными конструктивно-режимными параметрами, а также физико-механическими характеристиками рабочих материалов.",Капранова Анна Борисовна
1743441466-38,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Сквозные цифровые технологии и прорывные технологии кибер-безопасности в контексте системного инжиниринга,https://cyberleninka.ru/article/n/skvoznye-tsifrovye-tehnologii-i-proryvnye-tehnologii-kiber-bezopasnosti-v-kontekste-sistemnogo-inzhiniringa,Сквозные цифровые технологии и прорывные технологии кибер-безопасности в контексте системного инжиниринга,2018,Отражены особенности развития российского общества. Показаны важность разработки новых технологий и вычислительных моделей для киберпространства. Проанализированы актуальные проблемы в области информационной безопасности. Выделены некоторые пути их решения в контексте системного инжиниринга.,Сырецкий Геннадий Александрович
1743441469-39,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Моделирование обеспечения надежности функционирования объектов сетевой инфраструктуры кибер-физической системы,https://cyberleninka.ru/article/n/modelirovanie-obespecheniya-nadezhnosti-funktsionirovaniya-obektov-setevoy-infrastruktury-kiber-fizicheskoy-sistemy,Моделирование обеспечения надежности функционирования объектов сетевой инфраструктуры кибер-физической системы,2018,"В рамках настоящего исследования построена структурная модель архитектуры производственной кибер-физической системы, использующей облачные вычисления в качестве базовой платформы. Представленная модель детализирует кибер-физическую систему на четырех уровнях абстракции, объединяя все элементы на основе мультиагентного подхода. Предложенный подход на основе методов интеллектуального анализа данных системы мониторинга позволяет осуществлять поиск и выявлять уязвимые с точки зрения надежности элементы сетевой инфраструктуры кибер-физической системы, расположенной на базе облачной платформы. Для проведения консолидированной оценки текущего состояния элементов сети в исследовании разработана модель обеспечения надежности функционирования объектов сетевой инфраструктуры, представленная в виде взвешенного мультиграфа, формирующего план сбора, анализа и верификации получаемых от системы мониторинга данных. При этом в качестве вершин графа выбраны параметры обеспечения надежности для отельных компонентов и узлов, как инфраструктуры кибер-физической системы, так и облачной платформы. В качестве дуг графа представлены связи между установленными критериям надежности, отражающие взаимосвязь между состоянием и параметрами работы связанных узлов инфраструктуры кибер-физической системы с учетом текущих параметров циркулирующих потоков данных. Это позволит определять сегменты системы, требующие реконфигурации, что сократит накладные расходы, необходимые для внесения изменений. При этом для прогнозирования бесперебойной инфраструктуры кибер-физической системы задействован нейросетевой подход. Использование предлагаемого гибридного подхода позволило предсказывать поведение инфраструктуры с течением времени и предупреждать о возможных сбоях в работе отдельных компонентов и критически важных узлов.",Болодурина Ирина Павловна
1743441472-40,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Система управления операционным риском в коммерческом банке с применением кибер-физических систем,https://cyberleninka.ru/article/n/sistema-upravleniya-operatsionnym-riskom-v-kommercheskom-banke-s-primeneniem-kiber-fizicheskih-sistem,Система управления операционным риском в коммерческом банке с применением кибер-физических систем,2019,В статье дается оценка современного состояния системы управления операционными рисками в коммерческих банках. С развитием цифровой экономики и активным внедрением современных технологий и искусственного интеллекта управление операционными рисками становится важным индикатором стабильности и устойчивости кредитных организаций. Введение Банком России новых требований по оценке операционного риска ставит перед российскими коммерческими банками новые задачи по обеспечению информационной безопасности и созданию превентивных мер минимизации рассматриваемого риска.,Зубкова С.В.
1743441475-41,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,ЦИФРОВАЯ ТРАНСФОРМАЦИЯ БИЗНЕСА В КОРПОРАТИВНОЙ ПРЕДПРИНИМАТЕЛЬСКОЙ СРЕДЕ В УСЛОВИЯХ КИБЕРУГРОЗ,https://cyberleninka.ru/article/n/tsifrovaya-transformatsiya-biznesa-v-korporativnoy-predprinimatelskoy-srede-v-usloviyah-kiberugroz,ЦИФРОВАЯ ТРАНСФОРМАЦИЯ БИЗНЕСА В КОРПОРАТИВНОЙ ПРЕДПРИНИМАТЕЛЬСКОЙ СРЕДЕ В УСЛОВИЯХ КИБЕРУГРОЗ,2023,"В статье рассматриваются вопросы осуществления цифровой трансформации бизнеса в рамках корпоративной предпринимательской среды. Исследование данного вопроса представляет значительную важность, учитывая ускоренную цифровизацию экономики, в которой корпоративная предпринимательская среда выступает в роли ""инкубатора"" для цифровых трансформаций. Статья детализирует структуру цифрового предприятия, обращая внимание на ключевые аспекты, необходимые для успешной реализации цифровой трансформации. Особое внимание уделяется кибербезопасности, которая выделяется в качестве отдельного релевантного элемента. Поскольку цифровые трансформации часто сталкиваются с угрозами кибербезопасности, понимание и применение эффективных мер по обеспечению безопасности становится неотъемлемым аспектом успешной цифровой стратегии предприятия. Результаты и выводы данного исследования могут быть полезны как академическому сообществу, так и практикующим предпринимателям, с целью бо лее эффективной реализации цифровых трансформаций в корпоративной среде. В рамках процессного подхода к реактивному управлению информационной безопасностью, осуществление управления событиями и инцидентами, связанными с информационной безопасностью, авторы предлагают определенную последовательность шагов, которая изложена в данной статье.",Э.С. Гасанов
1743441478-42,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Влияние Интернета на психику детей,https://cyberleninka.ru/article/n/vliyanie-interneta-na-psihiku-detey,Влияние Интернета на психику детей,2015,"Число пользователей Интернета стремительно растет, причем доля лиц в возрасте до 18 лет среди пользователей Всемирной паутины очень велика. Для многих людей, особенно детей и подростков, Интернет становится информационно-образовательной средой, без которой они не представляют себе жизнь. Однако большой процент информации, доступ к которой является свободным, не предназначен для детей по определенным моральным или этическим нормам. В связи с этим проблема обеспечения безопасности в киберпространстве особенно актуальна в современном обществе. Данная статья анализирует связь между безопасностью детей в Интернете и негативным влиянием Интернета на их психику. Проведенный опрос выявил, что уровень знаний респондентов по вопросам обеспечения интернет-безопасности крайне низок. Из этого следует, что принятие необходимых мер для установления контроля за интернет-деятельностью ребенка и для обеспечения должного уровня безопасности со стороны родителей зачастую игнорируется. Главной целью данного исследования, основанного на анкетировании родителей несовершеннолетних детей, является ознакомление с киберрисками и влиянием данных рисков на психическое состояние ребенка, определение сопутствующих физических и психологических симптомов интернет-зависимости, установление причин интернет-зависимости, а также способов их предотвращения.",Меликова Назакет Джаваншир
1743441481-43,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Проблема буллинга в подростковой среде,https://cyberleninka.ru/article/n/problema-bullinga-v-podrostkovoy-srede,Проблема буллинга в подростковой среде,2019,"Приводятся результаты исследования подростковой агрессии и буллинга в виртуальной среде. Показано, что и буллеры, и жертвы, могут обладать различными психологическими особенностями, которые не обязательно обеспечивают им определенную роль – буллера или жертвы. В зависимости от обстоятельств, эти роли могут меняться на противоположные. И в этом состоит особенность кибер-буллинга.",Нарова Елизавета Михайловна
1743441486-44,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,КИБЕРБЕЗОПАСНОСТЬ - КАК ТРЕБОВАНИЕ ВРЕМЕНИ,https://cyberleninka.ru/article/n/kiberbezopasnost-kak-trebovanie-vremeni,КИБЕРБЕЗОПАСНОСТЬ - КАК ТРЕБОВАНИЕ ВРЕМЕНИ,2023,"В статье раскрываются проблемы кибербезопасности в Узбекистане. Республике Узбекистан планомерно осуществляются мероприятия по обеспечению защиты информации в средствах ИКТ. Следует также отметить, внимание руководства страны к обеспечению кибербезопасности в Республике Узбекистан.",Кодиров З.З.
1743441489-45,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Увеальная меланома: особенности диагностики и лечения (литературный обзор),https://cyberleninka.ru/article/n/uvealnaya-melanoma-osobennosti-diagnostiki-i-lecheniya-literaturnyy-obzor,Увеальная меланома: особенности диагностики и лечения (литературный обзор),2016,"В статье описана клиника и течение злокачественной опухоли, меланомы, которая способна поражать все нейроэктодермальные клетки организма. Также описаны основные этиологические факторы возникновения увеальной меланомы, стадии течения заболевания и симптомы, возникающие при поражении увеального тракта глаза, в состав которого входит сосудистая оболочка, радужка и цилиарное тело. Приведены основные методы диагностики данного заболевания и методы лечения.",Попова М.Ю.
1743441491-46,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,"Принципы, оказывающие влияние на противодействие преступлениям в отношении несовершеннолетних в глобальном пространстве",https://cyberleninka.ru/article/n/printsipy-okazyvayuschie-vliyanie-na-protivodeystvie-prestupleniyam-v-otnoshenii-nesovershennoletnih-v-globalnom-prostranstve,"Принципы, оказывающие влияние на противодействие преступлениям в отношении несовершеннолетних в глобальном пространстве",2019,"Рассматриваются принципы киберпреступности в отношении несовершеннолетних с использованием глобального пространства. Современные процессы развития информационно-телекоммуникационных технологий представляют собой глобальные возможности для оказания влияния на детей и подростков, вследствие чего, возникла новая форма преступности киберпреступность в отношении несовершеннолетних в глобальной сети, когда компьютеры и компьютерные сети выступают в качестве объекта преступных посягательств, а также средством или способом совершения преступлений в отношении детей и подростков. Предотвращение киберпреступлений в отношении несовершеннолетних в киберпространстве относится к наиболее актуальным проблемам правоохранительной деятельности. В настоящий период отечественная система предупреждения киберпреступлений в отношении детей и подростков находится в стадии становления, так как старая система, действовавшая ранее, оказалась устаревшей и не рациональной.",Андрей Айрапетович Оганов
1743441494-47,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Разработка аналитической платформы технического объекта для кибер-физических систем,https://cyberleninka.ru/article/n/razrabotka-analiticheskoi-platformy-tehnicheskogo-obekta-dlya-kiber-fizicheskih-sistem,Разработка аналитической платформы технического объекта для кибер-физических систем,2019,"Предлагается создание аналитической платформы для сопровождения функционирования сложных технических объектов (CTO), которая является физической моделью для кибер-физических систем (КФС). Обеспечение гарантированной живучести и безопасности функционирования СТО реализовано в виде информационной платформы технической диагностики. Этот инструмент позволяет своевременно и надежно выявлять, оценивать и прогнозировать факторы риска и на этой основе с учетом обратной связи своевременно устранять причины нештатных ситуаций до возникновения сбоев и других нежелательных последствий. Систематическая и непрерывная оценка критических параметров объектов в режиме on-line позволяет своевременно выявлять и устранять причины, которые могут потенциально привести к нарушению функционирования объекта в штатном режиме.",Панкратова Наталья Дмитриевна
